Date : 2024-05-23 19:16:39
Directory : c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src
Total : 259 files,  64723 codes, 961 comments, 6584 blanks, all 72268 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\SessionSelectionService.ts                                      | TypeScript |         82 |          0 |         23 |        105 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.html                                          | HTML       |         39 |          0 |          6 |         45 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.scss                                          | SCSS       |         51 |          2 |         16 |         69 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.spec.ts                                       | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.ts                                            | TypeScript |        170 |         52 |         41 |        263 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\sessionService.ts                                               | TypeScript |         62 |         12 |         30 |        104 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.html                   | HTML       |         41 |          1 |          2 |         44 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.scss                   | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.ts                     | TypeScript |         27 |          0 |         19 |         46 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\loginService.ts                              | TypeScript |        177 |          5 |         41 |        223 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.html                   | HTML       |         40 |          0 |          1 |         41 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.scss                   | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.ts                     | TypeScript |         49 |          0 |         17 |         66 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\authentication-routing.module.ts                         | TypeScript |         22 |          0 |          3 |         25 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\authentication.module.ts                                 | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.html           | HTML       |         35 |          1 |          5 |         41 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.scss           | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.spec.ts        | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.ts             | TypeScript |         16 |          0 |          6 |         22 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.html              | HTML       |      1,316 |          0 |          8 |      1,324 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.scss              | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.ts                | TypeScript |         11 |          0 |          2 |         13 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\form-elements-routing.module.ts                           | TypeScript |         19 |          0 |          3 |         22 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\form-elements.module.ts                                   | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tables-routing.module.ts                                         | TypeScript |         18 |          0 |          3 |         21 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tables.module.ts                                                 | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.html                       | HTML       |        522 |          0 |          1 |        523 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.scss                       | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.ts                         | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.html                   | HTML       |         70 |          0 |          1 |         71 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.scss                   | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.ts                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.html                 | HTML       |      1,376 |          4 |          1 |      1,381 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.scss                 | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.ts                   | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.html             | HTML       |        203 |          6 |          5 |        214 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.scss             | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.ts               | TypeScript |         16 |          3 |          3 |         22 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.html         | HTML       |        236 |          1 |          1 |        238 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.scss         | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.ts           | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-typography\basic-typography.component.html         | HTML       |        222 |          0 |          4 |        226 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-typography\basic-typography.component.scss         | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-typography\basic-typography.component.ts           | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\breadcrumb-paging\breadcrumb-paging.component.html       | HTML       |        307 |          2 |          1 |        310 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\breadcrumb-paging\breadcrumb-paging.component.scss       | SCSS       |          4 |          0 |          1 |          5 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\breadcrumb-paging\breadcrumb-paging.component.ts         | TypeScript |          9 |          0 |          2 |         11 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\ui-basic-routing.module.ts                               | TypeScript |         42 |          0 |          3 |         45 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\ui-basic.module.ts                                       | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\auth.guard.ts                                                                | TypeScript |         40 |          9 |         11 |         60 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\sign-in.guard.ts                                                             | TypeScript |         12 |          1 |          4 |         17 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\tokenService.ts                                                              | TypeScript |         14 |          0 |          5 |         19 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\init\keycloak-init.factory.ts                                                      | TypeScript |         17 |          0 |          1 |         18 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.html                                            | HTML       |         28 |          2 |          1 |         31 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.scss                                            | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.ts                                              | TypeScript |         38 |          2 |          6 |         46 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.html                      | HTML       |          0 |          0 |          2 |          2 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.scss                      | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.ts                        | TypeScript |          7 |          0 |          2 |          9 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.html                                  | HTML       |         31 |          0 |          1 |         32 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.scss                                  | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.ts                                    | TypeScript |         18 |          3 |          3 |         24 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.html                        | HTML       |          0 |         11 |          1 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.scss                        | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.ts                          | TypeScript |          7 |          1 |          2 |         10 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.html           | HTML       |          0 |         24 |          1 |         25 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.scss           | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.ts             | TypeScript |         34 |          3 |          5 |         42 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.html                      | HTML       |         36 |          0 |          6 |         42 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.scss                      | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.ts                        | TypeScript |         76 |          4 |         27 |        107 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.html | HTML       |         34 |          0 |          1 |         35 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.scss | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.ts   | TypeScript |         48 |          4 |          5 |         57 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.html               | HTML       |         28 |          0 |          2 |         30 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.scss               | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.ts                 | TypeScript |         91 |          9 |         20 |        120 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.html       | HTML       |         16 |          0 |          1 |         17 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.scss       | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.ts         | TypeScript |         35 |          5 |          5 |         45 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.html         | HTML       |         39 |          0 |          3 |         42 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.scss         | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.ts           | TypeScript |         42 |          4 |          4 |         50 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.html                     | HTML       |         16 |          0 |          1 |         17 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.scss                     | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.ts                       | TypeScript |         17 |          3 |          3 |         23 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.html                            | HTML       |         13 |          0 |          3 |         16 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.scss                            | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.ts                              | TypeScript |         29 |          5 |          6 |         40 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.ts                                        | TypeScript |        275 |         16 |         20 |        311 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.html                                            | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.scss                                            | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.ts                                              | TypeScript |          7 |          1 |          2 |         10 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.html                     | HTML       |         31 |          0 |          2 |         33 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.scss                     | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.ts                       | TypeScript |         93 |          2 |          7 |        102 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.html                                   | HTML       |         92 |          0 |          1 |         93 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.scss                                   | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.ts                                     | TypeScript |        122 |          6 |         16 |        144 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\full-screen\toggle-full-screen.ts                          | TypeScript |         30 |          4 |          6 |         40 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinkit-css\sk-line-material.scss                  | SCSS       |         58 |          0 |          7 |         65 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinkits.ts                                        | TypeScript |         11 |          0 |          1 |         12 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.html                             | HTML       |         14 |          0 |          1 |         15 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.scss                             | SCSS       |         20 |          0 |          3 |         23 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.ts                               | TypeScript |         55 |          0 |          3 |         58 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\shared.module.ts                                                      | TypeScript |         37 |          4 |          9 |         50 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\amcharts.js                                                      | JavaScript |     11,386 |          0 |          1 |     11,387 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\ammap.min.js                                                     | JavaScript |      8,916 |          0 |          1 |      8,917 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\gauge.js                                                         | JavaScript |        677 |          0 |          1 |        678 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\images\dragIconRoundBig.svg                                      | XML        |         13 |          0 |          3 |         16 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\images\lens.svg                                                  | XML        |          7 |          0 |          0 |          7 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\light.js                                                         | JavaScript |        171 |          0 |          1 |        172 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\pie.min.js                                                       | JavaScript |        808 |          0 |          1 |        809 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\radar.js                                                         | JavaScript |        340 |          0 |          1 |        341 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\serial.js                                                        | JavaScript |      2,700 |          0 |          1 |      2,701 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\usaLow.js                                                        | JavaScript |        263 |          0 |          1 |        264 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\worldLow.js                                                      | JavaScript |        897 |          0 |          1 |        898 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\icon\icofont\css\icofont.scss                                                   | SCSS       |      6,400 |         12 |      2,125 |      8,537 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\icon\icofont\fonts\icofont.svg                                                  | XML        |      2,116 |          0 |          1 |      2,117 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\environments\environment.prod.ts                                                       | TypeScript |          5 |          0 |          2 |          7 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\environments\environment.ts                                                            | TypeScript |          5 |         11 |          3 |         19 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\fake-data\map-color-data.json                                                          | JSON       |         86 |          0 |          1 |         87 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\fake-data\map_data.js                                                                  | JavaScript |         58 |          0 |          2 |         60 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\index.html                                                                             | HTML       |         26 |          8 |          7 |         41 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\main.ts                                                                                | TypeScript |         12 |          2 |          4 |         18 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\polyfills.ts                                                                           | TypeScript |          2 |         47 |          5 |         54 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_custom.scss                                                                      | SCSS       |         56 |          0 |         11 |         67 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_general.scss                                                                     | SCSS       |        720 |         53 |        132 |        905 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_generic.scss                                                                     | SCSS       |         67 |         13 |         10 |         90 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_variables.scss                                                                   | SCSS       |         80 |         13 |         13 |        106 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\feather\fonts\feather.svg                                                   | XML        |        265 |          3 |        492 |        760 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\feather\iconfont.scss                                                       | SCSS       |        746 |          4 |        244 |        994 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_animated.scss                                             | SCSS       |         14 |          2 |          5 |         21 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_bordered-pulled.scss                                      | SCSS       |         23 |          2 |          4 |         29 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_core.scss                                                 | SCSS       |         16 |          2 |          3 |         21 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_fixed-width.scss                                          | SCSS       |          5 |          2 |          2 |          9 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_icons.scss                                                | SCSS       |      3,573 |          2 |          2 |      3,577 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_larger.scss                                               | SCSS       |         17 |          3 |          6 |         26 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_list.scss                                                 | SCSS       |         15 |          2 |          4 |         21 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_mixins.scss                                               | SCSS       |         39 |         10 |          8 |         57 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_rotated-flipped.scss                                      | SCSS       |         27 |          4 |          5 |         36 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_screen-reader.scss                                        | SCSS       |          6 |          2 |          2 |         10 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_shims.scss                                                | SCSS       |      2,167 |          0 |        461 |      2,628 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_stacked.scss                                              | SCSS       |         24 |          2 |          6 |         32 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_variables.scss                                            | SCSS       |      1,201 |          3 |          4 |      1,208 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\brands.scss                                                | SCSS       |         16 |          4 |          3 |         23 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\fontawesome.scss                                           | SCSS       |         15 |          4 |          2 |         21 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\regular.scss                                               | SCSS       |         18 |          4 |          3 |         25 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\solid.scss                                                 | SCSS       |         18 |          4 |          3 |         25 |
| c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\v4-shims.scss                                              | SCSS       |          2 |          4 |          1 |          7 |
